Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HG00675	female	SAME1840076	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00319	female	SAME124334	FIN	Finnish	EUR	European Ancestry	FIN	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG00593	female	SAME125012	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00321	male	SAME123796	FIN	Finnish	EUR	European Ancestry	FIN	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG00598	male	SAME1839713	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00326	female	SAME123792	FIN	Finnish	EUR	European Ancestry	FIN	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG00613	male	SAME125196	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00693	female	SAME123683	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00620	female	SAME123081	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes
HG00698	male	SAME123693	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes
HG00625	male	SAME123080	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00701	male	SAME122931	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00632	female	SAME1839151	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00706	male	SAME122930	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01104	male	SAME123672	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00718	male	SAME123114	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes phase 3 release
HG01109	male	SAME123669	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00732	female	SAME125396	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,The Human Genome Structural Variation Consortium,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01111	female	SAME123486	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00737	female	SAME125416	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01123	female	SAME1840204	CLM	Colombian	AMR	American Ancestry	CLM	
HG01242	female	SAME125064	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01130	male	SAME1839995	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01247	male	SAME125067	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01135	male	SAME123886	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01254	female	SAME125285	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01142	male	SAME1839731	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01259	male	SAME125280	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00740	female	SAME124834	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01261	male	SAME122814	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00978	female	SAME124727	CDX	Dai Chinese	EAS	East Asian Ancestry	CDX	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01273	male	SAME124046	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01046	female	SAME123167	CDX	Dai Chinese	EAS	East Asian Ancestry	CDX	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01278	female	SAME123003	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01053	female	SAME124866	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01280	male	SAME1839113	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01058	female	SAME1840086	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01103	female	SAME123679	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01060	male	SAME123015	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01108	female	SAME123103	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01161	male	SAME1839615	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01110	male	SAME123487	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01173	male	SAME124624	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01122	female	SAME1840203	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01178	male	SAME124616	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01134	female	SAME123887	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01192	male	SAME124298	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01139	male	SAME123876	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01197	male	SAME124237	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01141	female	SAME124423	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01200	male	SAME1840109	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01305	male	SAME1840020	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01205	female	SAME124296	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01312	female	SAME1839791	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01072	male	SAME124091	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01324	female	SAME1839523	PUR	Puerto Rican	AMR	American Ancestry	PUR	
HG01077	female	SAME1839581	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01343	female	SAME124857	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01084	female	SAME125392	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01348	female	SAME124864	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01089	female	SAME1839432	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01350	male	SAME124684	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01096	male	SAME123776	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01355	female	SAME124679	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01565	male	SAME124566	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00592	male	SAME125011	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01572	female	SAME124705	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00597	female	SAME125008	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01577	male	SAME124349	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00600	female	SAME1839392	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	
HG01589	male	SAME1839859	PJL	Punjabi	SAS	South Asian Ancestry	PJL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00612	female	SAME125197	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01596	male	SAME125227	KHV	Kinh Vietnamese	EAS	East Asian Ancestry	KHV	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release
HG00624	male	SAME1839274	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	
HG01604	female	SAME123460	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00629	female	SAME123086	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01609	male	SAME123461	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00631	male	SAME1839060	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01611	male	SAME123624	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01064	female	SAME1839759	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01414	female	SAME1839703	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01069	male	SAME122825	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01433	male	SAME1839252	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38
HG01071	female	SAME123009	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01438	female	SAME124971	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01083	female	SAME125397	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01440	male	SAME123237	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01088	male	SAME1839361	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01445	male	SAME1839015	CLM	Colombian	AMR	American Ancestry	CLM	
HG01090	male	SAME1839510	PUR	Puerto Rican	AMR	American Ancestry	PUR	
HG01452	male	SAME1839158	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38
HG01095	female	SAME122926	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01457	male	SAME123428	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release
HG00636	male	SAME123711	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01503	male	SAME124944	IBS	Iberian,Spanish	EUR	European Ancestry,West Eurasia (SGDP)	IBS,SpanishSGDP	1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00650	male	SAME123254	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01508	male	SAME124939	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00655	female	SAME123257	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01510	female	SAME124771	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00662	male	SAME123812	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01515	male	SAME124774	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00674	male	SAME1840080	CHS	Southern Han Chinese	EAS	East Asian Ancestry	CHS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01522	female	SAME125321	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01172	male	SAME124625	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01527	male	SAME125326	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01177	female	SAME124620	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01325	male	SAME1839604	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01184	female	SAME124321	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01344	male	SAME124862	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01189	male	SAME124878	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01349	female	SAME124865	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01191	female	SAME123651	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01351	female	SAME124683	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01204	male	SAME124297	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01356	male	SAME124682	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00864	female	SAME123547	CDX	Dai Chinese	EAS	East Asian Ancestry	CDX	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release
HG01680	male	SAME124656	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01052	female	SAME123368	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01685	female	SAME124659	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01552	male	SAME124007	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01697	female	SAME1839223	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01571	male	SAME124346	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01700	male	SAME123261	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01583	male	SAME1839895	PJL	Punjabi	SAS	South Asian Ancestry	PJL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01705	male	SAME123266	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01590	female	SAME1839651	PJL	Punjabi	SAS	South Asian Ancestry	PJL	1000 Genomes on GRCh38
HG01748	male	SAME125191	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01595	female	SAME123569	KHV	Kinh Vietnamese	EAS	East Asian Ancestry	KHV	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01755	female	SAME124986	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01603	male	SAME123453	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01616	female	SAME123629	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01608	male	SAME123462	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01623	female	SAME123845	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
